target_id	length	eff_length	est_counts	tpm
g3450.t1	300	96.9862	14	14.844
g3451.t1	324	111.103	4	3.70227
g3452.t1	1137	839.149	6	0.735266
g3453.t1	1509	1211.15	27	2.29244
g3454.t1	1638	1340.15	6	0.460395
g3455.t1	726	436.528	17	4.00469
g3456.t1	555	284.338	8	2.89326
g3457.t1	6606	6308.15	25	0.407541
g3458.t1	2493	2195.15	9	0.42161
g3459.t1	3207	2909.15	6	0.212089
g3460.t1	1509	1211.15	29	2.46226
g3461.t1	1299	1001.15	49	5.03304
g3462.t1	1536	1238.15	25	2.07635
g3463.t1	1182	884.149	8	0.930459
g3464.t1	666	381.28	26	7.01232
g3465.t1	7548	7250.15	216.592	3.07205
g3465.t2	7620	7322.15	0.00143102	2.00974e-05
g3465.t3	7542	7244.15	0	0
g3465.t4	7590	7292.15	0.203124	0.00286443
g3465.t5	7590	7292.15	0.203124	0.00286443
g3466.t1	810	516.067	12	2.39115
g3467.t1	1989	1691.15	48	2.91872
g3468.t1	915	617.986	27	4.49281
g3469.t1	2460	2162.15	127	6.04019
g3470.t1	2586	2288.15	119	5.34805
g3471.t1	1263	965.149	68	7.24515
g3472.t1	708	419.754	10	2.44984
g3473.t1	1293	995.149	148	15.2935
g3474.t1	321	109.188	5.97329	5.62564
g3474.t2	318	107.286	2.02671	1.9426
g3475.t1	4482	4184.15	1056	25.9531
g3476.t1	297	95.2905	1	1.07915
g3477.t1	1146	848.149	15	1.81866
g3478.t1	1353	1055.15	34	3.31358
g3479.t1	1326	1028.15	517	51.7091
g3480.t1	843	547.935	26	4.87952
g3481.t1	1995	1697.15	21.5662	1.30673
g3481.t2	1992	1694.15	5.43381	0.329826
g3482.t1	297	95.2905	15	16.1873
g3483.t1	207	47.5239	0	0
g3484.t1	273	81.8287	0	0
g3485.t1	315	105.565	0	0
g3486.t1	381	149.464	0	0
g3487.t1	1566	1268.15	0	0
g3488.t1	1080	782.149	6	0.78885
g3489.t1	7296	6998.15	59	0.866965
g3489.t2	2292	1994.15	0	0
g3490.t1	1887	1589.15	34	2.20012
g3491.t1	204	46.3011	2	4.44193
g3492.t1	3690	3392.15	133	4.0319
g3493.t1	1209	911.149	3638	410.588
g3494.t1	951	653.479	45	7.08131
g3495.t1	1455	1157.15	50	4.44338
g3496.t1	1623	1325.15	0	0
g3497.t1	393	157.887	0	0
g3498.t1	237	62.0929	0	0
g3499.t1	387	153.635	0	0
g3500.t1	366	139.149	0	0
g3501.t1	336	118.899	0	0
g3502.t1	210	48.9617	0	0
g3503.t1	1365	1067.15	48	4.62539
g3504.t1	504	241.944	32	13.6009
g3505.t1	2958	2660.15	8	0.309255
g3505.t2	3051	2753.15	0	0
g3506.t1	1356	1058.15	84	8.16329
g3507.t1	264	76.6896	30	40.227
g3508.t1	1185	887.149	0	0
g3509.t1	630	349.214	7	2.06129
g3510.t1	594	317.52	25	8.09659
g3511.t1	456	204.377	74	37.2334
g3512.t1	1371	1073.15	106	10.1573
g3513.t1	1548	1250.15	80	6.58053
g3514.t1	897	600.459	862	147.624
g3515.t1	459	206.644	0	0
g3516.t1	366	139.149	0	0
g3517.t1	2628	2330.15	2	0.0882631
g3518.t1	498	237.084	7	3.03618
g3519.t1	1599	1301.15	2	0.158065
g3520.t1	513	249.253	0	0
g3521.t1	1350	1052.15	0	0
g3522.t1	726	436.528	9	2.12013
g3523.t1	1146	848.149	295	35.767
g3524.t1	792	498.925	45	9.27491
g3525.t1	369	141.062	28	20.4117
g3526.t1	1209	911.149	71	8.01312
g3527.t1	1752	1454.15	8	0.565736
g3528.t1	408	168.53	0	0
g3529.t1	948	650.529	8	1.26461
g3530.t1	1449	1151.15	2	0.178662
g3531.t1	1908	1610.15	60	3.83193
g3532.t1	612	333.122	12	3.70433
g3533.t1	4959	4661.15	85	1.87525
g3534.t1	744	453.443	19	4.30887
g3535.t1	351	128.856	0	0
g3536.t1	216	51.5756	0	0
g3537.t1	1026	728.149	0	0
g3538.t1	1992	1694.15	2	0.121398
g3539.t1	297	95.2905	0	0
g3540.t1	1470	1172.15	36	3.15829
g3541.t1	309	102.099	8	8.0575
g3542.t1	1575	1277.15	8	0.644141
g3543.t1	2730	2432.15	13	0.54965
g3544.t1	648	365.084	19	5.35173
g3545.t1	390	155.818	0	0
g3546.t1	510	246.853	2	0.833151
g3547.t1	930	632.744	8	1.30015
g3548.t1	759	467.481	0	0
g3549.t1	687	400.504	53	13.6082
g3550.t1	1122	824.149	129	16.0959
g3551.t1	285	88.4139	13	15.1201
g3552.t1	309	102.099	0	0
g3553.t1	1743	1445.15	829	58.9895
g3554.t1	351	128.856	14	11.1727
g3555.t1	1956	1658.15	256	15.8763
g3556.t1	792	498.925	4	0.824437
g3557.t1	525	259.194	3	1.19022
g3558.t1	969	671.308	15	2.29775
g3559.t1	1683	1385.15	14	1.03936
g3560.t1	501	239.461	0	0
g3561.t1	627	346.457	3	0.89044
g3562.t1	855	559.39	0	0
g3563.t1	690	403.207	0	0
g3564.t1	483	225.146	0	0
g3565.t1	5055	4757.15	203.088	4.39005
g3565.t2	5091	4793.15	42.9123	0.920648
g3566.t1	597	320.156	10	3.21197
g3567.t1	213	50.3453	6	12.2553
g3568.t1	240	63.5603	5.92337	9.5833
g3569.t1	948	650.529	52	8.21995
g3570.t1	885	588.737	23	4.01735
g3571.t1	270	80.1939	0	0
g3572.t1	105	34.1664	0	0
g3573.t1	123	27.8413	0	0
g3574.t1	240	63.5603	0	0
g3575.t1	246	66.9331	4	6.14542
g3576.t1	276	83.5536	0	0
g3577.t1	3402	3104.15	188	6.22799
g3578.t1	1065	767.149	52	6.97038
g3579.t1	2598	2300.15	130	5.81193
g3580.t1	1332	1034.15	39	3.87806
g3581.t1	1830	1532.15	136	9.12789
g3582.t1	1416	1118.15	1	0.0919672
g3583.t1	963	665.359	36	5.56389
