target_id	length	eff_length	est_counts	tpm
g3450.t1	300	101.211	6	5.60239
g3451.t1	324	115.838	1	0.815833
g3452.t1	1137	836.423	0	0
g3453.t1	1509	1208.42	5	0.391023
g3454.t1	1638	1337.42	8	0.565291
g3455.t1	726	435.404	9	1.95344
g3456.t1	555	285.203	0	0
g3457.t1	6606	6305.42	41	0.614498
g3458.t1	2493	2192.42	4	0.17242
g3459.t1	3207	2906.42	0	0
g3460.t1	1509	1208.42	5	0.391023
g3461.t1	1299	998.423	122	11.5477
g3462.t1	1536	1235.42	18	1.37692
g3463.t1	1182	881.423	4	0.428871
g3464.t1	666	381.158	103	25.5378
g3465.t1	7548	7247.42	3.65856e-06	4.77065e-08
g3465.t2	7620	7319.42	475	6.13293
g3465.t3	7542	7241.42	0	0
g3465.t4	7590	7289.42	1.48496e-08	1.92519e-10
g3465.t5	7590	7289.42	1.48496e-08	1.92519e-10
g3466.t1	810	514.227	0	0
g3467.t1	1989	1688.42	115	6.43677
g3468.t1	915	615.919	99	15.1902
g3469.t1	2460	2159.42	76	3.32604
g3470.t1	2586	2285.42	121	5.00345
g3471.t1	1263	962.423	124	12.1761
g3472.t1	708	419.044	38	8.56988
g3473.t1	1293	992.423	93	8.85599
g3474.t1	321	113.981	2	1.65824
g3474.t2	318	112.234	0	0
g3475.t1	4482	4181.42	368	8.31716
g3476.t1	297	99.4036	8	7.6057
g3477.t1	1146	845.423	15	1.67675
g3478.t1	1353	1052.42	34	3.05309
g3479.t1	1326	1025.42	1049	96.6771
g3480.t1	843	545.942	32	5.5393
g3481.t1	1995	1694.42	6	0.334642
g3481.t2	1992	1691.42	0	0
g3482.t1	297	99.4036	0	0
g3483.t1	207	51.1347	0	0
g3484.t1	273	85.0727	1	1.11086
g3485.t1	315	110.33	0	0
g3486.t1	381	153.694	0	0
g3487.t1	1566	1265.42	0	0
g3488.t1	1080	779.423	24	2.90997
g3489.t1	7296	6995.42	197.113	2.66289
g3489.t2	2292	1991.42	15.8868	0.753916
g3490.t1	1887	1586.42	43	2.56154
g3491.t1	204	49.8264	1	1.89667
g3492.t1	3690	3389.42	457	12.7421
g3493.t1	1209	908.423	2240	233.03
g3494.t1	951	651.069	45	6.53186
g3495.t1	1455	1154.42	57	4.66618
g3496.t1	1623	1322.42	5	0.357315
g3497.t1	393	161.968	0	0
g3498.t1	237	65.9107	0	0
g3499.t1	387	157.768	0	0
g3500.t1	366	143.501	0	0
g3501.t1	336	123.32	0	0
g3502.t1	210	52.5677	0	0
g3503.t1	1365	1064.42	117	10.3878
g3504.t1	504	244.03	57	22.0741
g3505.t1	2958	2657.42	0	0
g3505.t2	3051	2750.42	0	0
g3506.t1	1356	1055.42	1264	113.181
g3507.t1	264	80.3617	736	865.526
g3508.t1	1185	884.423	0	0
g3509.t1	630	349.848	12	3.24155
g3510.t1	594	318.177	68	20.1972
g3511.t1	456	207.42	41	18.6804
g3512.t1	1371	1070.42	124	10.9476
g3513.t1	1548	1247.42	84	6.3638
g3514.t1	897	598.371	897	141.668
g3515.t1	459	209.677	0	0
g3516.t1	366	143.501	0	0
g3517.t1	2628	2327.42	8	0.324837
g3518.t1	498	239.171	1	0.395132
g3519.t1	1599	1298.42	3	0.218352
g3520.t1	513	251.01	1	0.376495
g3521.t1	1350	1049.42	0	0
g3522.t1	726	435.404	9	1.95344
g3523.t1	1146	845.423	318	35.5471
g3524.t1	792	496.844	0	0
g3525.t1	369	145.549	21	13.6352
g3526.t1	1209	908.423	69	7.17814
g3527.t1	1752	1451.42	10	0.651114
g3528.t1	408	172.336	3	1.64511
g3529.t1	948	648.123	20	2.91624
g3530.t1	1449	1148.42	15	1.23436
g3531.t1	1908	1607.42	74	4.35064
g3532.t1	612	333.896	25	7.07587
g3533.t1	4959	4658.42	91	1.84609
g3534.t1	744	452.007	19	3.97246
g3535.t1	351	133.414	0	0
g3536.t1	216	55.4082	0	0
g3537.t1	1026	725.423	0	0
g3538.t1	1992	1691.42	0	0
g3539.t1	297	99.4036	0	0
g3540.t1	1470	1169.42	1	0.0808127
g3541.t1	309	106.562	2	1.7737
g3542.t1	1575	1274.42	17	1.26063
g3543.t1	2730	2429.42	17	0.661298
g3544.t1	648	365.342	8	2.06939
g3545.t1	390	159.854	0	0
g3546.t1	510	248.637	21.0199	7.98943
g3547.t1	930	630.543	3	0.449633
g3548.t1	759	465.959	15	3.04225
g3549.t1	687	400.05	74	17.4811
g3550.t1	1122	821.423	205	23.5851
g3551.t1	285	92.2244	52	53.2855
g3552.t1	309	106.562	103	91.3453
g3553.t1	1743	1442.42	839	54.9693
g3554.t1	351	133.414	2	1.41671
g3555.t1	1956	1655.42	438	25.0044
g3556.t1	792	496.844	4	0.760836
g3557.t1	525	260.529	31	11.2449
g3558.t1	969	668.761	82	11.5876
g3559.t1	1683	1382.42	5	0.341806
g3560.t1	501	241.607	4.98012	1.94797
g3561.t1	627	347.179	1	0.272206
g3562.t1	855	557.531	0	0
g3563.t1	690	402.756	0	0
g3564.t1	483	227.944	0	0
g3565.t1	5055	4754.42	0.183314	0.00364376
g3565.t2	5091	4790.42	150.817	2.97527
g3566.t1	597	320.815	7	2.06203
g3567.t1	213	53.8546	0	0
g3568.t1	240	67.5284	1	1.39947
g3569.t1	948	648.123	78	11.3734
g3570.t1	885	586.616	37	5.96073
g3571.t1	270	83.6196	0	0
g3572.t1	105	32.2197	1	2.93312
g3573.t1	123	27.2656	0	0
g3574.t1	240	67.5284	0	0
g3575.t1	246	70.7685	2	2.6708
g3576.t1	276	87.0436	0	0
g3577.t1	3402	3101.42	416	12.676
g3578.t1	1065	764.423	70.0915	8.66528
g3579.t1	2598	2297.42	164	6.74612
g3580.t1	1332	1031.42	64	5.864
g3581.t1	1830	1529.42	65	4.0164
g3582.t1	1416	1115.42	0	0
g3583.t1	963	662.87	90	12.8311
g3584.t1	1992	1691.42	28.7566	1.60671
g3584.t2	1971	1670.42	94.2434	5.33182
g3584.t3	1998	1697.42	0	0
g3585.t1	1206	905.423	12	1.25251
g3586.t1	378	151.678	4	2.49224
g3587.t1	549	280.187	178	60.0376
g3588.t1	495	236.968	2	0.797611
g3589.t1	390	159.854	28	16.5534
g3590.t1	765	471.594	38	7.61495
g3591.t1	5232	4931.42	856	16.4041
g3592.t1	1920	1619.42	417	24.3348
g3593.t1	879	580.825	183	29.7754
g3594.t1	351	133.414	64	45.3347
g3595.t1	225	59.775	0	0
g3596.t1	366	143.501	0	0
g3596.t2	219	56.8874	1	1.66125
g3597.t1	3624	3323.42	0	0
g3597.t2	3552	3251.42	533.264	15.4996
g3597.t3	3528	3227.42	189.736	5.55578
g3598.t1	2940	2639.42	1508.2	54.0009
g3598.t2	2511	2210.42	15.8017	0.675584
g3599.t1	2193	1892.42	41	2.04747
g3600.t1	4317	4016.42	118	2.77647
g3601.t1	372	147.576	107	68.5204
g3602.t1	867	569.267	46	7.63648
g3603.t1	633	352.384	71	19.0411
g3604.t1	519	255.814	37	13.6687
g3605.t1	924	624.664	2071	313.318
g3606.t1	1392	1091.42	1	0.0865881
g3607.t1	936	636.351	64	9.50461
g3608.t1	513	251.01	6	2.25897
g3609.t1	936	636.351	1	0.148509
g3610.t1	741	449.157	0	0
g3611.t1	3534	3233.42	11	0.3215
g3612.t1	918	618.8	309	47.191
g3613.t1	1383	1082.42	976	85.2126
g3614.t1	717	427.213	2	0.442422
g3615.t1	339	125.305	2	1.50839
g3616.t1	3774	3473.42	15	0.408117
g3617.t1	1476	1175.42	1	0.0804002
g3618.t1	501	241.607	0	0
g3619.t1	513	251.01	2	0.752991
g3620.t1	825	528.535	1	0.178804
g3621.t1	1317	1016.42	3	0.278932
g3622.t1	996	695.442	35	4.75618
g3623.t1	417	178.901	26	13.7344
g3624.t1	2004	1703.42	72	3.99449
g3625.t1	1578	1277.42	47	3.47708
g3626.t1	1086	785.423	1	0.120323
g3627.t1	561	290.29	29	9.44099
g3628.t1	252	73.838	9	11.519
g3629.t1	342	127.414	5	3.70856
g3630.t1	552	282.751	9	3.00808
g3631.t1	558	287.786	8	2.62707
g3632.t1	558	287.786	1	0.328384
g3633.t1	201	48.6292	0	0
g3634.t1	456	207.42	43	19.5916
