target_id	length	eff_length	est_counts	tpm
g3450.t1	300	99.7281	1.2018	1.17325
g3451.t1	324	114.026	0	0
g3452.t1	1137	837.087	3	0.348921
g3453.t1	1509	1209.09	10	0.805228
g3454.t1	1638	1338.09	2	0.14552
g3455.t1	726	433.896	14	3.14137
g3456.t1	555	281.768	0	0
g3457.t1	6606	6306.09	4	0.0617556
g3458.t1	2493	2193.09	1	0.0443936
g3459.t1	3207	2907.09	0	0
g3460.t1	1509	1209.09	8	0.644182
g3461.t1	1299	999.087	14	1.36427
g3462.t1	1536	1236.09	7	0.551347
g3463.t1	1182	882.087	0	0
g3464.t1	666	378.73	11	2.82774
g3465.t1	7548	7248.09	25.5011	0.34254
g3465.t2	7620	7320.09	0.00901802	0.000119942
g3465.t3	7542	7242.09	0	0
g3465.t4	7590	7290.09	0.244946	0.00327125
g3465.t5	7590	7290.09	0.244946	0.00327125
g3466.t1	810	513.429	0	0
g3467.t1	1989	1689.09	25	1.441
g3468.t1	915	616.033	19	3.0028
g3469.t1	2460	2160.09	38	1.71273
g3470.t1	2586	2286.09	68	2.89596
g3471.t1	1263	963.087	35	3.53817
g3472.t1	708	417.22	5	1.16676
g3473.t1	1293	993.087	120	11.7644
g3474.t1	321	112.215	0	0
g3474.t2	318	110.357	0	0
g3475.t1	4482	4182.09	745	17.3436
g3476.t1	297	98.0657	1	0.992793
g3477.t1	1146	846.087	2	0.230139
g3478.t1	1353	1053.09	7	0.647157
g3479.t1	1326	1026.09	518	49.1498
g3480.t1	843	545.435	20	3.56996
g3481.t1	1995	1695.09	12	0.689232
g3481.t2	1992	1692.09	0	0
g3482.t1	297	98.0657	20	19.8559
g3483.t1	207	51.2056	0	0
g3484.t1	273	84.4783	0	0
g3485.t1	315	108.554	0	0
g3486.t1	381	150.456	0	0
g3487.t1	1566	1266.09	0	0
g3488.t1	1080	780.087	2	0.249611
g3489.t1	7296	6996.09	13.9797	0.194544
g3489.t2	2292	1992.09	0.0203223	0.000993209
g3490.t1	1887	1587.09	5	0.306722
g3491.t1	204	49.8637	0	0
g3492.t1	3690	3390.09	24	0.68925
g3493.t1	1209	909.087	4518	483.857
g3494.t1	951	651.468	16	2.39113
g3495.t1	1455	1155.09	30	2.52862
g3496.t1	1623	1323.09	0	0
g3497.t1	393	158.7	0	0
g3498.t1	237	65.5318	0	0
g3499.t1	387	154.502	0	0
g3500.t1	366	140.488	0	0
g3501.t1	336	121.319	0	0
g3502.t1	210	52.5651	0	0
g3503.t1	1365	1065.09	8	0.731276
g3504.t1	504	240.705	2	0.808949
g3505.t1	2958	2658.09	2	0.073255
g3505.t2	3051	2751.09	0	0
g3506.t1	1356	1056.09	62	5.71568
g3507.t1	264	79.5977	21	25.6859
g3508.t1	1185	885.087	0	0
g3509.t1	630	346.406	7	1.96738
g3510.t1	594	314.973	6	1.85461
g3511.t1	456	203.626	123	58.8096
g3512.t1	1371	1071.09	177	16.0888
g3513.t1	1548	1248.09	94	7.33262
g3514.t1	897	598.272	2532	412.042
g3515.t1	459	205.915	0	0
g3516.t1	366	140.488	0	0
g3517.t1	2628	2328.09	0	0
g3518.t1	498	235.977	0	0
g3519.t1	1599	1299.09	0	0
g3520.t1	513	247.788	1	0.392912
g3521.t1	1350	1050.09	0	0
g3522.t1	726	433.896	2	0.448767
g3523.t1	1146	846.087	123	14.1536
g3524.t1	792	496.13	4	0.784948
g3525.t1	369	142.385	4	2.7351
g3526.t1	1209	909.087	1	0.107095
g3527.t1	1752	1452.09	0	0
g3528.t1	408	168.973	0	0
g3529.t1	948	648.502	2	0.300258
g3530.t1	1449	1149.09	3	0.254182
g3531.t1	1908	1608.09	29	1.75576
g3532.t1	612	330.601	3	0.883473
g3533.t1	4959	4659.09	73	1.52545
g3534.t1	744	450.651	6	1.29624
g3535.t1	351	130.813	0	0
g3536.t1	216	55.4568	0	0
g3537.t1	1026	726.087	0	0
g3538.t1	1992	1692.09	0	0
g3539.t1	297	98.0657	0	0
g3540.t1	1470	1170.09	10	0.832067
g3541.t1	309	105.017	0	0
g3542.t1	1575	1275.09	2	0.15271
g3543.t1	2730	2430.09	1	0.040064
g3544.t1	648	362.502	1	0.268575
g3545.t1	390	156.567	0	0
g3546.t1	510	245.399	4	1.58695
g3547.t1	930	630.804	1	0.154341
g3548.t1	759	464.83	0	0
g3549.t1	687	397.921	32	7.82941
g3550.t1	1122	822.087	58	6.86889
g3551.t1	285	91.1327	86	91.8756
g3552.t1	309	105.017	60	55.6246
g3553.t1	1743	1443.09	356	24.0178
g3554.t1	351	130.813	8	5.95411
g3555.t1	1956	1656.09	137	8.05404
g3556.t1	792	496.13	1	0.196237
g3557.t1	525	257.459	2	0.756308
g3558.t1	969	669.266	5	0.727357
g3559.t1	1683	1383.09	0	0
g3560.t1	501	238.28	1	0.408592
g3561.t1	627	343.804	10	2.83182
g3562.t1	855	557.13	0	0
g3563.t1	690	400.668	0	0
g3564.t1	483	224.177	1	0.434296
g3565.t1	5055	4755.09	48	0.982786
g3565.t2	5091	4791.09	0	0
g3566.t1	597	317.54	4	1.22641
g3567.t1	213	54.0923	0	0
g3568.t1	240	67.0796	0	0
g3569.t1	948	648.502	8	1.20103
g3570.t1	885	586.558	10	1.65984
g3571.t1	270	82.8394	0	0
g3572.t1	105	27.0378	1	3.60084
g3573.t1	123	24.3151	0	0
g3574.t1	240	67.0796	0	0
g3575.t1	246	70.2047	0	0
g3576.t1	276	86.1547	0	0
g3577.t1	3402	3102.09	926	29.0625
g3578.t1	1065	765.087	68.3985	8.70386
g3579.t1	2598	2298.09	39	1.65224
g3580.t1	1332	1032.09	9	0.84899
g3581.t1	1830	1530.09	33	2.09978
g3582.t1	1416	1116.09	1	0.0872325
g3583.t1	963	663.353	6	0.880608
g3584.t1	1992	1692.09	11.9102	0.685289
g3584.t2	1971	1671.09	29.0898	1.6948
g3584.t3	1998	1698.09	0	0
g3585.t1	1206	906.087	5	0.53725
g3586.t1	378	148.429	2	1.31186
