Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process	98	3.2808838299296954	1.488494991640858E-10	A9JTG5, Q08BL9, Q6TDP4, P46471, Q9UBF6, Q91ZT8, A0A0G2JZ79, Q969H0, D2GXS7, Q6GPF3, P54814, P51665, Q8WZ60, Q9P0J7, Q9QZN1, Q92890, Q9Z2U1, P48601, P23787, A0A1B8YAB1, Q5F418, Q8K430, Q5E9K0, Q9VBP9, Q32KL2, Q9H3F6, Q2KHZ8, O43242, Q8BK63, Q9ESN6, P60901, Q8VBV4, P55036, P55035, P51593, Q8QG64, O08759, Q7SXR3, A5HK05, P17439, Q5T447, Q80U30, Q0IIF7, Q4R834, Q9V3G7, B4F6W9, O35717, P46379, O88685, Q13490, P49407, Q9HAU4, Q920Q8, Q9Z255, Q3ULA2, O70277, A9JRZ0, A4IF63, Q9CR40, Q8VDM4, Q9R1P4, Q9ES00, Q9V3H2, Q8VHQ2, Q5NVK7, D3Z902, Q5RE15, P60670, Q03601, P25789, P25788, Q5ZK10, P40307, P62334, Q5RB36, P25787, Q28DT9, Q5ZHY5, P70195, P48463, Q6PJ21, Q61382, Q9C040, Q80T74, P54802, Q60692, P54725, P0C2W1, A1Z6E0, Q4R7L3, Q93034, Q8BK06, Q9Y263, O73817, Q9R1A8	2788	209	10670	1.7945329608094842	8.996459026633374E-7	8.996463729477347E-7	8.975624799594374E-7
GOTERM_BP_DIRECT	GO:0002181~cytoplasmic translation	27	0.9039169735520589	2.32218921928657E-8	Q9IA76, P18101, P63221, G1SQH0, G1SKF7, Q8JGR4, O09167, Q8CBC7, A0A1D8PF57, O61231, Q6DD06, Q6P799, P47955, P41116, P62907, P51410, P27085, Q9VXX8, P62861, Q02543, P36241, P61314, Q90YV0, P05388, P24049	2788	37	10670	2.792760479274109	1.4034326896950056E-4	7.017655820684014E-5	7.001400496149008E-5
GOTERM_BP_DIRECT	GO:0006511~ubiquitin-dependent protein catabolic process	72	2.4104452628054904	1.5500268117085725E-7	Q9H0E2, P46471, Q9UBF6, Q8CJB9, P53804, Q6GPF3, Q9BXM7, Q9P0J7, Q5E964, Q92890, Q08CZ0, Q6P073, Q9JLV2, Q8BW70, Q6TEM9, Q71U00, Q9H3F6, Q9VBP9, Q9Y5A7, Q15386, O43242, Q5RKH6, P60901, P51593, Q8QG64, O08759, Q6J1I7, Q9R049, Q3T0J1, Q9Z2A5, F6P3G4, Q96AB6, Q29504, Q9P2G1, Q5U2S1, Q5SPX3, B4F6W9, P46379, Q6ZT12, P49407, Q9HAU4, Q3ULA2, A9JRZ0, Q9R1P4, Q9ES00, P18101, Q9PTW9, Q923V4, P60670, P25789, P25788, P25867, Q5ND34, Q8BM54, Q6NW85, Q5RB36, P25787, Q4G0X4, Q8TDB6, Q28DT9, O88196, Q5ZHY5, O95260, Q9CPX9, P0C2W1, Q6I6G8, Q9NV58, Q93034, Q9UMX0, P22682, O95628	2788	157	10670	1.7551106196712023	9.363975832848981E-4	3.122787349988871E-4	3.1155538915342306E-4
GOTERM_BP_DIRECT	GO:0006508~proteolysis	142	4.7539337127552725	7.545499902123628E-7	B2RYG6, G5ECS8, P48052, P59509, P05689, Q9Y3Q0, Q8R4K8, Q8C1A5, P62083, Q9QX15, P21128, P17945, P25723, A6QR55, Q6ICB0, Q86UV5, Q6TH47, Q8CF97, P19221, P12821, Q8TE57, P15145, P87362, Q9WVM6, B2GUZ1, Q8CHN8, Q8BL06, Q5XJY4, A0A2S3R7M0, B6MUN4, O00602, P10619, Q19AZ8, O43895, Q54P70, Q6PZ02, Q9CXY9, Q9WTR0, Q99PW6, O05218, A0A0R4IB93, O02467, Q8NF86, O57382, P16444, Q9UDY8, P48147, B5DEQ3, Q93008, O35548, P23004, P45436, Q9DEX3, P80646, Q6GQ29, Q9R0S2, Q61824, O77656, P17538, Q3T0P5, Q00493, P15088, P14272, B1AQJ2, P20825, Q9UQC9, Q92542, Q9NQH7, Q8BHG1, P29119, Q9ULZ9, Q9UKP5, Q9VT65, Q8IYS1, P56399, Q3UVK0, P20918, Q5PQY6, O76031, P55866, Q9P2N4, Q8I7P9, P21328, Q9GL24, P70627, Q95M12, Q5G267, A0A386CAB9, P20231, P04323, Q9Y5R2, P55115, P21580, P55112, Q96LD8, Q9D7Z6, P13676, Q5G271, P90850, B0BM95, P00730, Q3ULA2, Q9VAC5, P04813, P16519, P0CT40, A8K7I4, Q86V25, Q7L266, A3KG59, Q80V42, Q4R7U8, P69527, Q99542, O57579, P00767, P54281, P98064, Q9NQC7, Q15485, O15072, Q10751, Q1JPJ2, A3KQS4, F1NV61, Q9CXT6, Q9JLG8, Q2T9J0, P53634, P15684, Q6Q473, P10394, Q9JJ22, Q99497, P08594, P47245, Q5I0D7, Q9I9L7	2788	378	10670	1.4376997411430699	0.00455011856347054	0.0011401250352108803	0.001137484110245137
GOTERM_BP_DIRECT	GO:0042742~defense response to bacterium	36	1.2052226314027452	2.7884518609168737E-6	A9JTG5, P81799, Q5R8Z8, Q96EP0, Q5RAZ4, B9EKI3, F6R2G2, P17676, Q8R481, Q6NYB7, Q5RBP9, Q9Z2F6, P83673, Q9V9J3, Q8R4U0, Q9ULY5, Q8WWQ8, Q924T7, P09215, F1NV61, O75179, O75594, Q29599, Q8R151, Q04721, P20749, Q9JI48, Q9SAL0, Q5XJ85	2788	66	10670	2.08751793400287	0.01671220203732371	0.0033706806094763167	0.0033628729442657496
GOTERM_BP_DIRECT	GO:0007034~vacuolar transport	12	0.4017408771342484	3.47595124723304E-6	Q8CGS4, O59745, Q5U2S1, Q9VEV4, Q7ZVB1, Q5ZL55, Q80U30, Q5TYV4, Q5XGW6, Q6NVL7, Q6PBQ2, Q9W4P5	2788	12	10670	3.8271162123385936	0.020789540743776147	0.0035014415563794157	0.003493331003469205
GOTERM_BP_DIRECT	GO:0043123~positive regulation of canonical NF-kappaB signal transduction	44	1.4730498828255774	1.0992012752536627E-5	A9JTG5, Q96EP0, Q5RAZ4, Q645M6, O42123, Q9Z0H7, Q8BTM8, Q9UHD2, Q3ZCC3, Q9NYY3, Q9Y4K3, Q9WUN2, Q1RMT8, Q9NS68, Q6R653, Q9BXM7, Q9UDY8, P58682, Q9DF58, Q9HAT8, O94827, Q924T7, Q14254, P70191, Q15848, Q60HG7, Q60855, P51593, O75179, P39429, Q8NFZ5, Q9NR30, Q5ZJB4, Q9PSX7, P37198, Q5U2S1, Q05B79, P48059, Q13490, Q5BKL8, P21333, Q5XJ85, Q99JG7	2788	91	10670	1.8504737729988805	0.06427728421264645	0.008840878610509906	0.008820400069717857
GOTERM_BP_DIRECT	GO:0007229~integrin-mediated signaling pathway	27	0.9039169735520589	1.1702023309741768E-5	Q13797, P59509, Q6GPF3, Q06124, B8JK39, Q99JY8, P14234, Q00651, Q9VZI3, A2ARA8, Q9DF58, P54939, B0FYY4, P26039, Q9Y490, Q9EQH1, O15072, Q8CFN2, P12606, Q8VI36, Q03001, Q61001, B1A8Z2, D3ZIE4, Q9H0C8, Q66H76, Q90687	2788	46	10670	2.2463508202856963	0.0682841965437816	0.008840878610509906	0.008820400069717857
GOTERM_BP_DIRECT	GO:0097352~autophagosome maturation	20	0.6695681285570807	3.822283902316438E-5	Q9BXW4, Q8CGS4, Q0II86, P60517, Q9Z2P6, Q5R605, Q63615, Q9H269, Q99570, O75351, Q29611, P60522, P23787, Q920Q4, Q9UMX0, O70404, Q4QQV8, O94817	2788	31	10670	2.469107233766835	0.20627899157944163	0.025668759895111724	0.025609302145520135
GOTERM_BP_DIRECT	GO:0006412~translation	70	2.3434884499497826	4.680074806170334E-5	Q6P3J5, O42387, P62083, G1SQH0, P63245, G1SZ12, P17702, O09167, P17074, Q8WQI5, Q7T2A5, Q90Z10, Q6B860, O01727, A3KMI0, Q6NZJ6, Q9VXX8, G1TU13, Q8N5C6, P84175, Q8R050, P61354, P62282, Q6DRC4, P61314, P23358, Q6PBY1, Q3T0B7, P05388, P24049, P08736, P29314, Q9GNE2, Q8VE22, G1TFM5, P18101, P31674, P63221, Q05AY2, O61231, P47897, Q6INR1, P79781, Q90YS0, G1SNY0, P41116, P62907, Q8ISP0, Q6GR45, Q3MHH4, P51410, P62909, P47772, Q6PF21, P62861, Q02543, P33095, P36241, Q90YV0, Q4R4Z6, Q4R8Z2	2788	173	10670	1.548544132160125	0.24638250488894453	0.028286372128493498	0.028220851081207116
GOTERM_BP_DIRECT	GO:0030036~actin cytoskeleton organization	54	1.8078339471041178	1.0987400475875783E-4	P23790, Q6TDP4, Q14247, Q4G017, Q61879, Q8BTM8, Q4VCS5, D3YXG0, P54939, O13016, Q8K430, Q76I76, Q8CFN2, Q9Z200, P97315, A0A0G2K344, Q9QXS1, Q9H6X2, Q9JL04, P91620, Q8VHI6, A1ZA47, P21333, P42336, O70209, Q8VI63, B0DOB5, Q62261, Q6NXC0, Q96EV8, P53667, Q96RW7, O14807, Q8IVF7, Q00535, P16086, A2APV2, A0A0G2JUG7, Q9HB97, P26039, Q9Y490, Q92556, O08816, Q29611, O60879, Q9EQT3, Q66HL2, Q923Q2, M3TYT0, Q6RUV5	2788	128	10670	1.6145646520803443	0.4852711232805881	0.06037077134199385	0.0602309316995736
GOTERM_BP_DIRECT	GO:0006633~fatty acid biosynthetic process	27	0.9039169735520589	1.8871966957734724E-4	Q55DM7, Q869X2, B8MKY6, A5ABG0, P11029, A0A098D8A0, Q7SHI6, O60427, Q9Z0Y2, Q91V92, Q9NZ01, Q5ZJR8, P9WQE3, Q6PC64, Q9GZR5, Q6DJH2, Q55C17, P53396, Q2LAM0, P96202, S3D9F1, Q55E72, Q53FZ2, A2VE15, C8VJR7, Q6Y1H2	2788	52	10670	1.987156494868116	0.6804141452635115	0.09505180691045723	0.09483163396261698
GOTERM_BP_DIRECT	GO:0050821~protein stabilization	48	1.6069635085369935	2.9585096666123517E-4	Q09472, E9QAT4, Q86Y82, Q969H0, Q8BTM8, Q9Z2D0, Q9VQG2, P62083, Q3T0K2, Q5ZJK8, Q99M87, Q99JY8, Q6PCX9, P35282, D3Z902, Q6EE31, Q9BXM7, P61023, Q32LJ6, Q1JQC1, Q5ND34, Q9ESN9, Q9BLC5, Q14254, Q93008, O54748, Q5ZHY5, Q3ZBH0, Q8VBV4, Q99LC9, Q8NFZ5, P11279, Q9N0P9, C0HBB2, P84173, Q6ZWJ1, P50749, B1AQJ2, Q99497, Q4R6V2, Q32P28, P46379, O95429, P40855, P10809, P21333, Q99JG7	2788	114	10670	1.6114173525636184	0.8327704406651387	0.1375479417308081	0.13722933299748064
GOTERM_BP_DIRECT	GO:0016567~protein ubiquitination	113	3.783059926347506	3.3814092553711457E-4	Q6INH1, Q8WXK3, Q91ZT8, P53804, Q8CJB9, E1C760, Q3ZCC3, Q9UPN9, Q9BXM7, Q9QZN1, Q08CZ0, Q6PFK1, Q9JLV2, P23787, Q6TEM9, Q71U00, Q9NXK8, Q58WW2, Q8IWR1, Q8CF97, A0JM49, P51593, Q9Y4L5, Q8K0G5, Q8LEV3, Q922Y2, Q3V0Q1, Q5RCM6, Q4KLT0, B4F6W9, Q5FVN8, Q6ZT12, P49407, Q9HAU4, Q9Z255, A9JRZ0, Q9ES00, P18101, Q5R792, D3Z902, Q7L622, Q6DG60, Q9NR09, P61963, O35709, P79781, Q6NW85, Q93008, Q924T7, Q8TDB6, P0CG73, Q6PJ21, Q9CPX9, P0C2W1, Q6I6G8, P56273, P22682, O95628, A9JTG5, Q6TDP4, O54928, O94822, E1BNS0, Q9UBF6, A0A0G2JZ79, Q969H0, Q6GPF3, P63245, P0CG50, Q13042, Q8K430, Q9H3F6, Q6GPV5, Q9Y5A7, Q5RKH6, Q9ESN6, Q8VBV4, Q8QG64, O08759, Q7L273, A5HK05, Q9UHC7, Q5T447, Q29504, Q9P2G1, Q5FWL3, O35717, Q15751, Q3ULA2, O70277, Q3TQF0, Q9W3M3, Q8VHQ2, Q923V4, Q03601, P62976, P25867, Q8BM54, Q5RB36, Q4G0X4, Q28DS3, O88196, Q28DT9, Q5ZHY5, Q5ZIJ9, Q9NV58, P62861, Q15370, Q93034, Q8BK06, Q9R1A8	2788	323	10670	1.3388982414683006	0.8704993482684762	0.1459802681390229	0.14564212721348577
