target_id	length	eff_length	est_counts	tpm
g3450.t1	300	104.775	2	5.60662
g3451.t1	324	121.188	0	0
g3452.t1	1137	869.811	2	0.675358
g3453.t1	1509	1241.81	2	0.473046
g3454.t1	1638	1370.81	4	0.857061
g3455.t1	726	463.72	11	6.96733
g3456.t1	555	304.494	2	1.92921
g3457.t1	6606	6338.81	2	0.0926726
g3458.t1	2493	2225.81	3	0.395879
g3459.t1	3207	2939.81	8	0.799281
g3460.t1	1509	1241.81	4	0.946093
g3461.t1	1299	1031.81	4	1.13865
g3462.t1	1536	1268.81	10	2.3149
g3463.t1	1182	914.811	3	0.963206
g3464.t1	666	406.673	9	6.50019
g3465.t1	7548	7280.81	700.572	28.2619
g3465.t2	7620	7352.81	0.00959499	0.000383283
g3465.t3	7542	7274.81	45.4063	1.83326
g3465.t4	7590	7322.81	1.00612	0.0403555
g3465.t5	7590	7322.81	1.00612	0.0403555
g3466.t1	810	544.948	0	0
g3467.t1	1989	1721.81	20	3.41172
g3468.t1	915	648.329	19	8.60771
g3469.t1	2460	2192.81	19	2.54496
g3470.t1	2586	2318.81	30	3.80001
g3471.t1	1263	995.811	179	52.7965
g3472.t1	708	446.477	14	9.20997
g3473.t1	1293	1025.81	37	10.5941
g3474.t1	321	119.06	0	0
g3474.t2	318	116.971	3	7.53306
g3475.t1	4482	4214.81	17353	1209.28
g3476.t1	297	102.922	2	5.70758
g3477.t1	1146	878.811	133	44.4514
g3478.t1	1353	1085.81	4	1.08202
g3479.t1	1326	1058.81	26	7.21247
g3480.t1	843	577.267	10	5.08806
g3481.t1	1995	1727.81	35.1736	5.97928
g3481.t2	1992	1724.81	19.8264	3.37623
g3482.t1	297	102.922	4	11.4152
g3483.t1	207	52.3919	0	0
g3484.t1	273	88.1226	0	0
g3485.t1	315	114.918	0	0
g3486.t1	381	161.34	0	0
g3487.t1	1566	1298.81	0	0
g3488.t1	1080	812.811	0	0
g3489.t1	7296	7028.81	4.21392	0.176089
g3489.t2	2292	2024.81	71.7861	10.4132
g3490.t1	1887	1619.81	14	2.53859
g3491.t1	204	51.0616	0	0
g3492.t1	3690	3422.81	54	4.63383
g3493.t1	1209	941.811	1231	383.905
g3494.t1	951	684.026	5	2.14697
g3495.t1	1455	1187.81	18	4.45097
g3496.t1	1623	1355.81	0	0
g3497.t1	393	170.446	0	0
g3498.t1	237	67.491	0	0
g3499.t1	387	165.79	0	0
g3500.t1	366	150.564	0	0
g3501.t1	336	129.296	0	0
g3502.t1	210	53.73	0	0
g3503.t1	1365	1097.81	15	4.01322
g3504.t1	504	260.007	8	9.03721
g3505.t1	2958	2690.81	8	0.873245
g3505.t2	3051	2783.81	0	0
g3506.t1	1356	1088.81	22	5.93471
g3507.t1	264	82.6137	6	21.3318
g3508.t1	1185	917.811	0	0
g3509.t1	630	373.007	16	12.5989
g3510.t1	594	339.816	4	3.45737
g3511.t1	456	219.716	9	12.0312
g3512.t1	1371	1103.81	20	5.32187
g3513.t1	1548	1280.81	5	1.14661
g3514.t1	897	630.559	192	89.4344
g3515.t1	459	222.205	0	0
g3516.t1	366	150.564	0	0
g3517.t1	2628	2360.81	0	0
g3518.t1	498	254.841	0	0
g3519.t1	1599	1331.81	0	0
g3520.t1	513	267.794	0	0
g3521.t1	1350	1082.81	0	0
g3522.t1	726	463.72	10	6.33393
g3523.t1	1146	878.811	21	7.01864
g3524.t1	792	527.356	11	6.12658
g3525.t1	369	152.726	21	40.3865
g3526.t1	1209	941.811	26	8.10847
g3527.t1	1752	1484.81	0	0
g3528.t1	408	181.754	0	0
g3529.t1	948	681.039	0	0
g3530.t1	1449	1181.81	0	0
g3531.t1	1908	1640.81	30	5.37022
g3532.t1	612	356.378	1	0.824172
g3533.t1	4959	4691.81	575	35.9962
g3534.t1	744	481.043	23	14.0434
g3535.t1	351	139.757	0	0
g3536.t1	216	56.6053	0	0
g3537.t1	1026	758.811	0	0
g3538.t1	1992	1724.81	0	0
g3539.t1	297	102.922	0	0
g3540.t1	1470	1202.81	10	2.44192
g3541.t1	309	110.775	1	2.65148
g3542.t1	1575	1307.81	0	0
g3543.t1	2730	2462.81	5	0.596305
g3544.t1	648	389.895	6	4.51994
g3545.t1	390	168.091	0	0
g3546.t1	510	265.228	0	0
g3547.t1	930	663.18	14	6.20049
g3548.t1	759	495.475	1	0.592799
g3549.t1	687	426.53	10	6.88621
g3550.t1	1122	854.811	30	10.3081
