# WARNING - This exported Revigo data is only useful for the specific purpose of constructing a TreeMap visualization.
# Do not use this table as a general list of non-redundant GO categories, as it sets an extremely permissive 
# threshold to detect redundancies (c=0.10) and fill the 'representative' column, while normally c>=0.4 is recommended.
# To export a reduced-redundancy set of GO terms, go to the Scatterplot or Table tab, and export from there.
TermID	Name	Frequency	Value	Uniqueness	Dispensability	Representative
"GO:0002181"	"cytoplasmic translation"	0.37754692803215667	-7.559090917934783	0.8656837583848291	0	null
"GO:0000209"	"protein polyubiquitination"	0.4445080348651629	-1.3213321474109256	0.899168186772055	0.65866323	"cytoplasmic translation"
"GO:0001732"	"formation of cytoplasmic translation initiation complex"	0.08415365714466026	-3.10292299679058	0.7906064801396552	0.47049725	"cytoplasmic translation"
"GO:0006412"	"translation"	4.432288697403288	-4.061480274823508	0.8412355040839322	0.40773812	"cytoplasmic translation"
"GO:0006413"	"translational initiation"	0.4846280878472618	-1.5271169072371265	0.8629518306689139	0.54600685	"cytoplasmic translation"
"GO:0006457"	"protein folding"	1.1925033490398829	-2.8356236453553754	0.8477501901016334	0.46988827	"cytoplasmic translation"
"GO:0006508"	"proteolysis"	5.329242630377004	-3.201349354554731	0.8830171609932354	0.44662344	"cytoplasmic translation"
"GO:0006513"	"protein monoubiquitination"	0.044016374691955525	-1.3467941551089029	0.9144563496370425	0.20298745	"cytoplasmic translation"
"GO:0006914"	"autophagy"	0.43656524891588483	-2.5355612772345615	0.8454917908020716	0.41825259	"cytoplasmic translation"
"GO:0007220"	"Notch receptor processing"	0.01053212924603689	-1.7606912092987375	0.9301673315552332	0.18328979	"cytoplasmic translation"
"GO:0031638"	"zymogen activation"	0.03279260526874257	-2.526638738059424	0.8602415116958959	0.59709358	"cytoplasmic translation"
"GO:0043161"	"proteasome-mediated ubiquitin-dependent protein catabolic process"	0.6658968867380383	-3.8181564120552274	0.8183052080935351	0.25505328	"cytoplasmic translation"
"GO:0044550"	"secondary metabolite biosynthetic process"	0.46700972347634995	-1.8647005988319503	0.950422789318431	0.16393964	"cytoplasmic translation"
"GO:0051085"	"chaperone cofactor-dependent protein refolding"	0.1663160797578777	-1.7500280644357675	0.8697331503012825	0.68662808	"cytoplasmic translation"
"GO:0003341"	"cilium movement"	0.13264477148823883	-2.791249694904395	0.9236378355025943	0.01225183	null
"GO:0007288"	"sperm axoneme assembly"	0.021475304433669518	-2.8835636169954695	0.7560904932248634	0.67586281	"cilium movement"
"GO:0016477"	"cell migration"	0.48278207313949656	-2.459789064980163	0.9300214363196851	0.68830889	"cilium movement"
"GO:0006629"	"lipid metabolic process"	5.980051423570241	-3.489454989793388	0.9529890557705241	0.0880063	null
"GO:0006915"	"apoptotic process"	0.3770497347375319	-1.4082251675874955	0.985158200523848	0.01339876	null
"GO:0007155"	"cell adhesion"	1.0284049482842672	-1.4452885526554853	0.9837849944140873	0.01526853	null
"GO:0007517"	"muscle organ development"	0.07710926501982793	-3.4775557664936803	0.9335106265838782	-0	null
"GO:0048813"	"dendrite morphogenesis"	0.01966867137300322	-1.4210725325151006	0.8564364022199347	0.53975964	"muscle organ development"
"GO:0072359"	"circulatory system development"	0.32041400350329285	-1.5065669896268403	0.9317362785205633	0.51266618	"muscle organ development"
"GO:0016558"	"protein import into peroxisome matrix"	0.06816470842246918	-2.610166678535853	0.786547327274478	0.01161807	null
"GO:0006821"	"chloride transport"	0.2974421964798616	-1.5502470715506507	0.9117569074183863	0.51733064	"protein import into peroxisome matrix"
"GO:0007034"	"vacuolar transport"	0.3908702315163347	-2.4692316076097547	0.8556996790333581	0.53822933	"protein import into peroxisome matrix"
"GO:0007416"	"synapse assembly"	0.03722550192032296	-1.9725261569179295	0.8422508042610874	0.63670287	"protein import into peroxisome matrix"
"GO:0008333"	"endosome to lysosome transport"	0.05782210335309619	-2.3770255395041113	0.862988998499188	0.46848024	"protein import into peroxisome matrix"
"GO:0015881"	"creatine transmembrane transport"	0.0006202609418091367	-1.6403665210482434	0.9248678892989516	0.2903416	"protein import into peroxisome matrix"
"GO:0030036"	"actin cytoskeleton organization"	0.7770466629690582	-1.5917576596466967	0.8581616643244949	0.41921923	"protein import into peroxisome matrix"
"GO:0035725"	"sodium ion transmembrane transport"	0.5221267999443341	-1.6538159833139416	0.8922489522523326	0.28360432	"protein import into peroxisome matrix"
"GO:0043149"	"stress fiber assembly"	0.006406901712417393	-1.5753322652517296	0.8855189796821579	0.65929297	"protein import into peroxisome matrix"
"GO:0043652"	"engulfment of apoptotic cell"	0.02980944550099387	-1.5753322652517296	0.8375300139078781	0.58426273	"protein import into peroxisome matrix"
"GO:0045332"	"phospholipid translocation"	0.10247842981041035	-1.8081162760869265	0.7508223034697318	0.46359404	"protein import into peroxisome matrix"
"GO:0055085"	"transmembrane transport"	12.953593503918547	-2.3553094746459053	0.8738050779096463	0.37659938	"protein import into peroxisome matrix"
"GO:0071340"	"skeletal muscle acetylcholine-gated channel clustering"	0.0006005701182596404	-2.4692316076097547	0.8466235112395257	0.32187875	"protein import into peroxisome matrix"
"GO:0090110"	"COPII-coated vesicle cargo loading"	0.042706934925914014	-1.5753322652517296	0.795056974014377	0.59860953	"protein import into peroxisome matrix"
"GO:0097401"	"synaptic vesicle lumen acidification"	0.001599879413396583	-1.3351554197526472	0.8011350182679496	0.40536261	"protein import into peroxisome matrix"
"GO:0140115"	"export across plasma membrane"	0.15693586368948637	-1.6403665210482434	0.9094215070576502	0.30379715	"protein import into peroxisome matrix"
"GO:0031397"	"negative regulation of protein ubiquitination"	0.021199632903976567	-3.0996328713435295	0.9059853463119771	-0	null
"GO:0006805"	"xenobiotic metabolic process"	0.14736120073854372	-1.7507564294017728	0.8653589346243331	0.48719494	"negative regulation of protein ubiquitination"
"GO:0006986"	"response to unfolded protein"	0.1284161671309845	-2.8835636169954695	0.9216165959542967	0.21493801	"negative regulation of protein ubiquitination"
"GO:0007165"	"signal transduction"	8.851839893322994	-1.3043402292459154	0.802337638011516	0.66982833	"negative regulation of protein ubiquitination"
"GO:0007166"	"cell surface receptor signaling pathway"	1.7427092633657988	-1.3023644941004249	0.8275236088757054	0.39774664	"negative regulation of protein ubiquitination"
"GO:0007169"	"cell surface receptor protein tyrosine kinase signaling pathway"	0.36239976201670654	-1.8130240963099051	0.8329881720911486	0.62749382	"negative regulation of protein ubiquitination"
"GO:0007229"	"integrin-mediated signaling pathway"	0.08566246649914042	-3.0109953843014634	0.848651717157382	0.12483583	"negative regulation of protein ubiquitination"
"GO:0010508"	"positive regulation of autophagy"	0.07408672360498023	-2.808343345207555	0.8713222004594912	0.19872501	"negative regulation of protein ubiquitination"
"GO:0016525"	"negative regulation of angiogenesis"	0.02570390879092387	-1.505418031144328	0.9070207433009324	0.36650293	"negative regulation of protein ubiquitination"
"GO:0022409"	"positive regulation of cell-cell adhesion"	0.05953520500190238	-1.6403665210482434	0.8898617794046676	0.43484772	"negative regulation of protein ubiquitination"
"GO:0030336"	"negative regulation of cell migration"	0.04620944016478069	-1.855289516910072	0.902129837403491	0.36212771	"negative regulation of protein ubiquitination"
"GO:0032755"	"positive regulation of interleukin-6 production"	0.012813803424834786	-1.4008912512258422	0.8787429547212493	0.54735168	"negative regulation of protein ubiquitination"
"GO:0034097"	"response to cytokine"	0.29129865953241874	-2.8003652026089974	0.9027901796113782	0.23598997	"negative regulation of protein ubiquitination"
"GO:0042149"	"cellular response to glucose starvation"	0.014731197367966997	-1.5502470715506507	0.9167058928795465	0.32805464	"negative regulation of protein ubiquitination"
"GO:0043066"	"negative regulation of apoptotic process"	0.22927994941033614	-1.6119894162118604	0.8826404731635292	0.43750081	"negative regulation of protein ubiquitination"
"GO:0043123"	"positive regulation of canonical NF-kappaB signal transduction"	0.08697436761812563	-2.3015143302633527	0.8707320728268407	0.44641048	"negative regulation of protein ubiquitination"
"GO:0048167"	"regulation of synaptic plasticity"	0.061676582062910115	-1.6331542738090987	0.899397670072467	0.53440901	"negative regulation of protein ubiquitination"
"GO:0050830"	"defense response to Gram-positive bacterium"	0.03064630550184747	-2.375695313186221	0.898756997910126	0.3443493	"negative regulation of protein ubiquitination"
"GO:0071526"	"semaphorin-plexin signaling pathway"	0.0656516670669647	-1.9526076358251492	0.8512442741171637	0.55300313	"negative regulation of protein ubiquitination"
"GO:1902043"	"positive regulation of extrinsic apoptotic signaling pathway via death domain receptors"	0.0010559204128417446	-1.41691902312251	0.880658339716589	0.60293601	"negative regulation of protein ubiquitination"
"GO:1902455"	"negative regulation of stem cell population maintenance"	0.0006079541770907015	-1.3351554197526472	0.9226566665192583	0.61969039	"negative regulation of protein ubiquitination"
"GO:1903078"	"positive regulation of protein localization to plasma membrane"	0.012525825130423402	-1.327085392768712	0.8996045775618083	0.39298783	"negative regulation of protein ubiquitination"
"GO:1990834"	"response to odorant"	0.003175145297356295	-1.7606912092987375	0.9322027211162878	0.37175844	"negative regulation of protein ubiquitination"
