Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006281~DNA repair	65	4.226267880364109	2.5334152005191435E-5	Q8BKX6, Q3U1J4, O93610, Q1LZ80, E1C2U2, Q5ZJA4, Q5RHR0, Q5RE70, O15315, Q8R2S9, Q8IY92, Q61687, Q8R3P9, Q864U1, Q6WBX8, P35244, Q7SX99, P35601, Q5F3U9, Q96Q15, Q6PAF4, Q9DEY9, Q9UBT6, B2ZFP3, A0MTA1, Q9CXE6, Q1LWH4, Q5R4K5, A6QR20, Q0P595, O94762, Q99J62, Q6NRG0, O15541, Q8K339, Q5XIC8, Q1RMT1, Q7ZUV7, Q9CU62, Q96T60, Q6P9P0, O60264, P56581, Q6ZW49, D4A1X2, Q8BJ37, P06766, Q6PQD5, O95985, Q0P4U8, A8MT69, O43543, Q9C086, Q6P9I7, F1QFR9, Q149N8, Q6PR54, Q6AYH2, O13046, Q640B4, Q92900, Q13472	1441	289	10742	1.6766278703994968	0.09584565613904439	0.10075392252464634	0.10075392252464634
GOTERM_BP_DIRECT	GO:0016567~protein ubiquitination	62	4.031209362808843	0.0015562291144125629	Q32L65, E9Q4F2, Q91ZT9, Q3U1J4, Q5F4A1, Q9R1R2, Q7TPD1, Q5REG4, Q8C7R4, P15374, Q8BZZ3, Q8TEJ3, Q5SSH7, B5DF45, Q58WW2, Q5PQN1, Q8BI21, A2A6Q5, Q9P1Y6, Q5ZKD9, Q810L3, F6UA42, F1LZF0, Q8N5D0, Q9Y4D8, Q5BJN8, Q3SZD5, A6H7H7, Q9N1T2, Q4KLT0, Q5XI67, A7E305, Q9UJX3, Q8WV16, Q3URF8, Q0IJ33, Q9D787, Q6NRG0, O15541, Q8N806, Q8VHQ4, Q8BGZ4, Q80T85, A0A1D5NVS8, O95376, Q7Z6M2, A0AVT1, Q708Y0, Q5M8S7, Q5ZM55, Q8HXD5, Q9Y575, Q9UPQ7, Q149N8, Q56A24, Q7ZX22, E7FDW2, Q9WVS6, Q5ZIJ9, Q96EH8, Q08BU1, P60882	1441	314	10742	1.4719166184134336	0.99795824191742	1.0	1.0
GOTERM_BP_DIRECT	GO:0007020~microtubule nucleation	9	0.5851755526657998	0.0028838633731265518	G5E8P0, Q3MHV6, A1A5G0, O73787, Q921G8, Q8BKN5, Q8NHV4, Q7SXI6, Q9HC77	1441	20	10742	3.3545454545454545	0.9999897239456843	1.0	1.0
GOTERM_BP_DIRECT	GO:0032259~methylation	35	2.275682704811443	0.0034678334599270674	Q9VFK6, Q86U44, A3KQ55, O35490, Q9D2Q2, Q6P4H8, Q8BTK5, Q8BYR1, Q3U3W5, P38278, Q5U4V2, Q9M571, Q8CBC7, Q08D57, Q5RF32, Q9H8H3, Q0VCJ8, Q8TCB7, Q5M8Z0, F6VSS6, Q9Z148, Q13029, P59114, Q767F1, Q9HBK9, Q4K8M4, Q72HI4, Q95332, Q4JAI4, Q5XGM3, Q9CWG8, F1QVR8, Q9H1A3, Q501S4	1441	159	10742	1.640937678673528	0.9999990000319814	1.0	1.0
GOTERM_BP_DIRECT	GO:0032728~positive regulation of interferon-beta production	10	0.6501950585175552	0.003700725667502596	P05423, Q75Q39, Q80VI1, O95786, Q8VI93, O14802, Q9BRZ2, Q6Q899, E1BD59, Q5RF43	1441	25	10742	2.981818181818182	0.9999996052789797	1.0	1.0
GOTERM_BP_DIRECT	GO:0071267~L-methionine salvage	5	0.3250975292587776	0.003851287035080409	Q95332, Q5M8Z0, Q5XGM3, O35490, Q5RF32	1441	6	10742	6.212121212121212	0.9999997836003129	1.0	1.0
GOTERM_BP_DIRECT	GO:0000724~double-strand break repair via homologous recombination	24	1.5604681404421328	0.004576380679880419	Q8IY92, Q6PQD5, Q14159, O94762, O43543, Q864U1, Q13315, Q7ZVM9, Q6P9I7, Q8QGX4, P35244, Q7Z5Q5, Q6PAF4, Q9DEY9, A2AL36, Q9CXE6, Q9DG67, F1N2W9, Q5RE70, Q1LWH4, Q8NAG6, P28715, O15315, Q13472	1441	98	10742	1.8256029684601114	0.9999999880440782	1.0	1.0
GOTERM_BP_DIRECT	GO:2001034~positive regulation of double-strand break repair via nonhomologous end joining	6	0.3901170351105332	0.006035580826729523	Q6PR54, Q96T60, E1C2U2, Q2KIP7, Q7SX99	1441	10	10742	4.472727272727273	0.9999999999650196	1.0	1.0
GOTERM_BP_DIRECT	GO:0032204~regulation of telomere maintenance	6	0.3901170351105332	0.006035580826729523	Q96Q15, Q8BKX6, Q15554, Q92900, P61406	1441	10	10742	4.472727272727273	0.9999999999650196	1.0	1.0
GOTERM_BP_DIRECT	GO:0045859~regulation of protein kinase activity	6	0.3901170351105332	0.009855533184612283	Q28EL0, Q9NSG2, A2ASS6, Q1LZC5, Q8WZ42, A1A5H8	1441	11	10742	4.066115702479339	1.0	1.0	1.0
