target_id	length	eff_length	est_counts	tpm
g3450.t1	300	96.3889	11	12.713
g3451.t1	324	111.336	8	8.00458
g3452.t1	1137	831.985	2	0.267793
g3453.t1	1509	1203.99	5	0.462629
g3454.t1	1638	1332.99	9	0.752145
g3455.t1	726	430.231	12	3.10716
g3456.t1	555	280.14	1	0.397658
g3457.t1	6606	6300.99	55	0.972385
g3458.t1	2493	2187.99	9	0.458229
g3459.t1	3207	2901.99	5	0.191937
g3460.t1	1509	1203.99	18	1.66547
g3461.t1	1299	993.985	85	9.52628
g3462.t1	1536	1230.99	54	4.88681
g3463.t1	1182	876.985	4	0.508103
g3464.t1	666	375.626	56	16.608
g3465.t1	7548	7242.99	52.8383	0.812673
g3465.t2	7620	7314.99	577.321	8.79201
g3465.t3	7542	7236.99	0	0
g3465.t4	7590	7284.99	0.285396	0.00436418
g3465.t5	7590	7284.99	0.285396	0.00436418
g3466.t1	810	509.172	0	0
g3467.t1	1989	1683.99	222	14.6858
g3468.t1	915	610.91	134	24.435
g3469.t1	2460	2154.99	81	4.18721
g3470.t1	2586	2280.99	122	5.95829
g3471.t1	1263	957.985	70	8.13998
g3472.t1	708	413.597	43	11.5818
g3473.t1	1293	987.985	128	14.4326
g3474.t1	321	109.415	0	0
g3474.t2	318	107.467	1	1.0366
g3475.t1	4482	4176.99	485	12.9349
g3476.t1	297	94.6575	8	9.41498
g3477.t1	1146	840.985	18	2.38434
g3478.t1	1353	1047.99	43	4.57086
g3479.t1	1326	1020.99	681	74.3039
g3480.t1	843	541.004	49	10.0897
g3481.t1	1995	1689.99	0	0
g3481.t2	1992	1686.99	26	1.71691
g3482.t1	297	94.6575	5	5.88436
g3483.t1	207	48.4564	1.11721	2.56844
g3484.t1	273	81.4599	0	0
g3485.t1	315	105.547	0	0
g3486.t1	381	148.21	0	0
g3487.t1	1566	1260.99	0	0
g3488.t1	1080	774.985	14	2.01242
g3489.t1	7296	6990.99	93.9809	1.49756
g3489.t2	2292	1986.99	6.28864	0.352571
g3490.t1	1887	1581.99	28	1.9717
g3491.t1	204	47.2575	0	0
g3492.t1	3690	3384.99	343	11.2881
g3493.t1	1209	903.985	3027	373.023
g3494.t1	951	646.283	26	4.48162
g3495.t1	1455	1149.99	78	7.55591
g3496.t1	1623	1317.99	7	0.591659
g3497.t1	393	156.323	0	0
g3498.t1	237	62.7628	0	0
g3499.t1	387	152.22	0	0
g3500.t1	366	138.337	0	0
g3501.t1	336	118.834	0	0
g3502.t1	210	49.8118	0	0
g3503.t1	1365	1059.99	134	14.0828
g3504.t1	504	239.202	44	20.4914
g3505.t1	2958	2652.99	5	0.209952
g3505.t2	3051	2745.99	0	0
g3506.t1	1356	1050.99	1068	113.203
g3507.t1	264	76.6902	569	826.526
g3508.t1	1185	879.985	0	0
g3509.t1	630	343.619	149	48.3052
g3510.t1	594	312.789	169	60.1893
g3511.t1	456	202.242	57	31.397
g3512.t1	1371	1065.99	99	10.3459
g3513.t1	1548	1242.99	91	8.15567
g3514.t1	897	593.38	1004	188.488
g3515.t1	459	204.554	0	0
g3516.t1	366	138.337	0	0
g3517.t1	2628	2322.99	15	0.719331
g3518.t1	498	234.315	3	1.42628
g3519.t1	1599	1293.99	13	1.11918
g3520.t1	513	246.219	0	0
g3521.t1	1350	1044.99	1	0.106604
g3522.t1	726	430.231	13	3.36609
g3523.t1	1146	840.985	300	39.739
g3524.t1	792	492.17	3	0.679032
g3525.t1	369	140.157	30	23.8446
g3526.t1	1209	903.985	67	8.25653
g3527.t1	1752	1446.99	8	0.6159
g3528.t1	408	166.781	2	1.33588
g3529.t1	948	643.319	15	2.59746
g3530.t1	1449	1143.99	15	1.46068
g3531.t1	1908	1602.99	87	6.04608
g3532.t1	612	328.162	24	8.14719
g3533.t1	4959	4653.99	68	1.62768
g3534.t1	744	447.028	11	2.74121
g3535.t1	351	128.485	0	0
g3536.t1	216	52.3981	0	0
g3537.t1	1026	720.985	0	0
g3538.t1	1992	1686.99	0	0
g3539.t1	297	94.6575	0	0
g3540.t1	1470	1164.99	17	1.6256
g3541.t1	309	101.832	2	2.1879
g3542.t1	1575	1269.99	22	1.92978
g3543.t1	2730	2424.99	27	1.24033
g3544.t1	648	359.596	14	4.33708
g3545.t1	390	154.219	1	0.722348
g3546.t1	510	243.958	7	3.19645
g3547.t1	930	625.549	3	0.534249
g3548.t1	759	461.015	6	1.44984
g3549.t1	687	394.563	88	24.8456
g3550.t1	1122	816.985	159	21.6804
g3551.t1	285	87.9817	109	138.013
g3552.t1	309	101.832	231	252.703
g3553.t1	1743	1437.99	1693	131.156
g3554.t1	351	128.485	7	6.06919
g3555.t1	1956	1650.99	374	25.2355
g3556.t1	792	492.17	3	0.679032
g3557.t1	525	255.929	15	6.52913
g3558.t1	969	664.156	54	9.0575
g3559.t1	1683	1377.99	14	1.13179
g3560.t1	501	236.761	0	0
g3561.t1	627	341.056	4	1.30653
g3562.t1	855	552.592	2	0.40319
g3563.t1	690	397.292	0	0
g3564.t1	483	222.786	0	0
g3565.t1	5055	4749.99	12.6907	0.297631
g3565.t2	5091	4785.99	163.309	3.80123
g3566.t1	597	315.253	11	3.88702
g3567.t1	213	51.0084	0	0
g3568.t1	240	64.3147	1	1.73211
g3569.t1	948	643.319	255	44.1569
g3570.t1	885	581.626	101	19.3447
g3571.t1	270	79.8283	0	0
g3572.t1	105	30.113	2	7.39879
g3573.t1	123	26.4046	0	0
g3574.t1	240	64.3147	1	1.73211
g3575.t1	246	67.2849	1	1.65564
g3576.t1	276	83.0616	0	0
g3577.t1	3402	3096.99	316	11.3666
g3578.t1	1065	759.985	96.4833	14.1427
g3579.t1	2598	2292.99	178	8.64775
g3580.t1	1332	1026.99	84	9.1117
g3581.t1	1830	1524.99	73	5.33263
g3582.t1	1416	1110.99	0	0
g3583.t1	963	658.211	90	15.2322
g3584.t1	1992	1686.99	16.5206	1.09094
g3584.t2	1971	1665.99	92.7899	6.2046
g3584.t3	1998	1692.99	29.6895	1.95359
g3585.t1	1206	900.985	19	2.3492
g3586.t1	378	146.082	8	6.10067
g3587.t1	549	275.271	56	22.6627
g3588.t1	495	232.028	341	163.719
g3589.t1	390	154.219	123	88.8488
g3590.t1	765	466.584	40	9.55024
g3591.t1	5232	4926.99	616	13.9278
g3592.t1	1920	1614.99	296	20.4177
g3593.t1	879	575.82	117	22.6352
g3594.t1	351	128.485	0	0
g3595.t1	225	56.784	2	3.92363
g3596.t1	366	138.337	0	0
g3596.t2	219	53.9799	0	0
g3597.t1	3624	3318.99	0	0
g3597.t2	3552	3246.99	757.199	25.9785
g3597.t3	3528	3222.99	124.801	4.31364
g3598.t1	2940	2634.99	1502.14	63.5061
g3598.t2	2511	2205.99	29.8643	1.50811
g3599.t1	2193	1887.99	72	4.24833
g3600.t1	4317	4011.99	157	4.35938
g3601.t1	372	142.117	97	76.0346
g3602.t1	867	564.249	40	7.8972
g3603.t1	633	346.218	77	24.7756
g3604.t1	519	251.055	27	11.9806
g3605.t1	924	619.688	43	7.73
g3606.t1	1392	1086.99	15	1.53728
g3607.t1	936	631.514	24	4.23363
g3608.t1	513	246.219	0	0
g3609.t1	936	631.514	1	0.176401
g3610.t1	741	444.191	0	0
g3611.t1	3534	3228.99	33	1.1385
g3612.t1	918	613.774	286	51.9089
g3613.t1	1383	1077.99	723	74.7153
g3614.t1	717	422.04	11	2.90351
g3615.t1	339	120.715	3	2.7685
g3616.t1	3774	3468.99	18	0.578035
g3617.t1	1476	1170.99	3	0.2854
g3618.t1	501	236.761	1	0.470516
g3619.t1	513	246.219	3	1.35733
g3620.t1	825	523.479	4	0.851226
g3621.t1	1317	1011.99	4	0.440322
g3622.t1	996	691.005	24	3.86914
g3623.t1	417	173.495	12	7.70512
g3624.t1	2004	1698.99	41	2.6883
g3625.t1	1578	1272.99	39	3.41292
g3626.t1	1086	780.985	36	5.13504
g3627.t1	561	285.077	46	17.9755
g3628.t1	252	70.1473	0	0
g3629.t1	342	122.717	0	0
g3630.t1	552	277.72	0	0
g3631.t1	558	282.674	4	1.57637
g3632.t1	558	282.674	6	2.36456
g3633.t1	201	45.8893	1	2.42757
g3634.t1	456	202.242	39	21.4821
g3635.t1	456	202.242	50	27.5412
g3636.t1	723	427.498	51	13.2899
g3637.t1	294	92.9643	30	35.9492
g3638.t1	1317	1011.99	239	26.3092
g3639.t1	4491	4185.99	41	1.09111
g3640.t1	2706	2400.99	34	1.57752
g3641.t1	954	649.247	43	7.37807
g3642.t1	639	351.521	10	3.16908
g3643.t1	2331	2025.99	11	0.60484
g3644.t1	966	661.156	5	0.842462
g3645.t1	1239	933.985	189	22.5427
g3646.t1	960	655.211	118	20.0625
g3647.t1	378	146.082	512	390.443
g3648.t1	924	619.688	9	1.61791
g3649.t1	2232	1926.99	0	0
g3650.t1	1548	1242.99	0	0
g3651.t1	384	150.288	0	0
g3652.t1	210	49.8118	0	0
g3653.t1	933	628.532	0	0
g3654.t1	423	177.944	0	0
g3655.t1	279	84.7683	0	0
g3656.t1	1230	924.985	18	2.16781
g3657.t1	762	463.833	0	0
g3658.t1	4887	4581.99	121	2.94182
g3659.t1	1875	1569.99	23	1.63199
g3660.t1	2967	2661.99	32.2783	1.3508
g3660.t2	2889	2583.99	29.7217	1.28135
g3661.t1	978	673.137	81	13.405
g3662.t1	1275	969.985	3	0.344541
g3663.t1	4371	4065.99	246	6.7399
g3664.t1	360	134.436	9	7.45781
g3665.t1	498	234.315	18	8.55768
g3666.t1	741	444.191	77	19.311
g3667.t1	528	258.305	20	8.62544
g3668.t1	1548	1242.99	49	4.39151
g3669.t1	489	227.474	25	12.2431
g3670.t1	273	81.4599	4	5.47016
g3671.t1	2673	2367.99	6.06667	0.285401
g3671.t2	2673	2367.99	169.867	7.99123
g3671.t3	2673	2367.99	97.0667	4.56641
g3671.t4	2271	1965.99	0	0
g3672.t1	999	693.985	123	19.7442
g3673.t1	693	399.951	74	20.6115
g3674.t1	339	120.715	0	0
g3675.t1	369	140.157	0	0
g3676.t1	282	86.451	0	0
g3677.t1	369	140.157	0	0
g3678.t1	354	130.411	0	0
g3679.t1	321	109.415	0	0
g3680.t1	2202	1896.99	2	0.117449
g3681.t1	237	62.7628	0	0
g3682.t1	381	148.21	16	12.0261
g3683.t1	405	164.748	41	27.7235
g3684.t1	1383	1077.99	0	0
g3685.t1	2655	2349.99	172	8.15357
g3686.t1	2043	1737.99	12.347	0.791406
g3686.t2	2046	1740.99	181.653	11.6234
g3687.t1	1278	972.985	3	0.343478
g3688.t1	15237	14932	347.852	2.59514
g3688.t2	15234	14929	223.52	1.6679
g3688.t3	15231	14926	8.62749	0.0643911
g3689.t1	2178	1872.99	3496	207.932
g3690.t1	4035	3729.99	69	2.06075
g3691.t1	1134	828.985	0	0
g3692.t1	2493	2187.99	212.836	10.8364
g3692.t2	2490	2184.99	234.836	11.9729
