target_id	length	eff_length	est_counts	tpm
g3450.t1	300	98.1903	37.5992	25.5428
g3451.t1	324	113.455	4	2.35177
g3452.t1	1137	853.752	1	0.0781316
g3453.t1	1509	1225.75	7	0.380938
g3454.t1	1638	1354.75	15	0.738567
g3455.t1	726	448.824	30	4.45865
g3456.t1	555	292.055	2	0.456797
g3457.t1	6606	6322.75	38	0.4009
g3458.t1	2493	2209.75	8	0.241493
g3459.t1	3207	2923.75	4	0.0912595
g3460.t1	1509	1225.75	19	1.03397
g3461.t1	1299	1015.75	205	13.4625
g3462.t1	1536	1252.75	65	3.46104
g3463.t1	1182	898.752	7	0.519537
g3464.t1	666	392.408	127	21.5886
g3465.t1	7548	7264.75	812.269	7.45826
g3465.t2	7620	7336.75	0.125253	0.00113879
g3465.t3	7542	7258.75	0	0
g3465.t4	7590	7306.75	4.80307	0.0438483
g3465.t5	7590	7306.75	4.80307	0.0438483
g3466.t1	810	529.446	1	0.12599
g3467.t1	1989	1705.75	579	22.6423
g3468.t1	915	632.413	410	43.2456
g3469.t1	2460	2176.75	98	3.00314
g3470.t1	2586	2302.75	156	4.51894
g3471.t1	1263	979.752	102	6.94453
g3472.t1	708	431.718	56	8.65259
g3473.t1	1293	1009.75	148	9.777
g3474.t1	321	111.558	0	0
g3474.t2	318	109.652	8	4.86667
g3475.t1	4482	4198.75	893	14.187
g3476.t1	297	96.332	10	6.9245
g3477.t1	1146	862.752	32	2.47413
g3478.t1	1353	1069.75	59	3.67898
g3479.t1	1326	1042.75	563	36.0152
g3480.t1	843	561.601	39	4.63229
g3481.t1	1995	1711.75	12.8632	0.501264
g3481.t2	1992	1708.75	13.1368	0.512825
g3482.t1	297	96.332	6	4.1547
g3483.t1	207	47.9209	0	0
g3484.t1	273	82.021	2.13747	1.73834
g3485.t1	315	107.683	0	0
g3486.t1	381	152.518	1	0.437359
g3487.t1	1566	1282.75	2	0.104003
g3488.t1	1080	796.752	32	2.67908
g3489.t1	7296	7012.75	240	2.28287
g3489.t2	2292	2008.75	0	0
g3490.t1	1887	1603.75	52	2.16284
g3491.t1	204	46.6622	2	2.85906
g3492.t1	3690	3406.75	406	7.94958
g3493.t1	1209	925.752	2809	202.402
g3494.t1	951	668.066	60	5.99088
g3495.t1	1455	1171.75	107	6.09125
g3496.t1	1623	1339.75	10	0.497891
g3497.t1	393	161.255	0	0
g3498.t1	237	62.2036	0	0
g3499.t1	387	156.79	0	0
g3500.t1	366	141.828	0	0
g3501.t1	336	121.322	0	0
g3502.t1	210	49.2188	0	0
g3503.t1	1365	1081.75	179	11.0378
g3504.t1	504	248.43	67	17.9899
g3505.t1	2958	2674.75	2	0.0498776
g3505.t2	3051	2767.75	0	0
g3506.t1	1356	1072.75	1404	87.3025
g3507.t1	264	76.9069	591	512.603
g3508.t1	1185	901.752	0	0
g3509.t1	630	359.182	138	25.6285
g3510.t1	594	326.528	218	44.5343
g3511.t1	456	209.393	100	31.8564
g3512.t1	1371	1087.75	142	8.70797
g3513.t1	1548	1264.75	110	5.80158
g3514.t1	897	614.613	579	62.8399
g3515.t1	459	211.812	0	0
g3516.t1	366	141.828	0	0
g3517.t1	2628	2344.75	22	0.62587
g3518.t1	498	243.459	0	0
g3519.t1	1599	1315.75	10	0.506973
g3520.t1	513	255.994	0	0
g3521.t1	1350	1066.75	0	0
g3522.t1	726	448.824	24	3.56692
g3523.t1	1146	862.752	350	27.0608
g3524.t1	792	511.928	0	0
g3525.t1	369	143.987	32	14.8247
g3526.t1	1209	925.752	52	3.74686
g3527.t1	1752	1468.75	10	0.454161
g3528.t1	408	172.26	0	0
g3529.t1	948	665.078	26	2.60771
g3530.t1	1449	1165.75	23	1.31607
g3531.t1	1908	1624.75	177	7.26683
g3532.t1	612	342.818	36	7.00484
g3533.t1	4959	4675.75	164	2.33965
g3534.t1	744	465.967	52	7.444
g3535.t1	351	131.518	0	0
g3536.t1	216	51.9681	0	0
g3537.t1	1026	742.752	0	0
g3538.t1	1992	1708.75	0	0
g3539.t1	297	96.332	0	0
g3540.t1	1470	1186.75	6	0.337248
g3541.t1	309	103.907	6	3.8518
g3542.t1	1575	1291.75	29	1.49754
g3543.t1	2730	2446.75	32	0.872406
g3544.t1	648	375.711	26	4.61613
g3545.t1	390	158.978	0	0
g3546.t1	510	253.456	2	0.526364
g3547.t1	930	647.261	21	2.16421
g3548.t1	759	480.248	34	4.7225
g3549.t1	687	412.009	68	11.0093
g3550.t1	1122	838.752	203	16.1444
g3551.t1	285	89.1175	111	83.0842
g3552.t1	309	103.907	128	82.1717
g3553.t1	1743	1459.75	948	43.3199
g3554.t1	351	131.518	7	3.55036
g3555.t1	1956	1672.75	561	22.3712
g3556.t1	792	511.928	20	2.60603
g3557.t1	525	266.248	74	18.5398
g3558.t1	969	685.935	200	19.4494
g3559.t1	1683	1399.75	29	1.38199
g3560.t1	501	245.987	0	0
g3561.t1	627	356.445	5	0.935699
g3562.t1	855	573.339	0	0
g3563.t1	690	414.841	0	0
g3564.t1	483	231.113	0	0
g3565.t1	5055	4771.75	0	0
g3565.t2	5091	4807.75	217	3.01076
g3566.t1	597	329.225	13	2.63396
g3567.t1	213	50.5818	3.21682	4.24219
g3568.t1	240	63.733	3	3.1399
g3569.t1	948	665.078	152.783	15.3236
g3570.t1	885	602.761	51	5.64396
g3571.t1	270	80.299	0	0
g3572.t1	105	33.6004	8	15.882
g3573.t1	123	28.2241	0	0
g3574.t1	240	63.733	0	0
g3575.t1	246	66.8872	4	3.98911
g3576.t1	276	83.8156	0	0
g3577.t1	3402	3118.75	410	8.76923
g3578.t1	1065	781.752	62.1073	5.29947
g3579.t1	2598	2314.75	310	8.93338
g3580.t1	1332	1048.75	109	6.93286
g3581.t1	1830	1546.75	85	3.6657
g3582.t1	1416	1132.75	0	0
g3583.t1	963	679.972	185	18.1484
g3584.t1	1992	1708.75	11.2576	0.439466
g3584.t2	1971	1687.75	166.475	6.57959
g3584.t3	1998	1714.75	70.2675	2.73345
g3585.t1	1206	922.752	30	2.16868
g3586.t1	378	150.358	9	3.99276
g3587.t1	549	286.853	111	25.8121
g3588.t1	495	240.983	17	4.70567
g3589.t1	390	158.978	68	28.532
g3590.t1	765	485.955	25	3.43164
g3591.t1	5232	4948.75	1209	16.2963
g3592.t1	1920	1636.75	577	23.5154
g3593.t1	879	596.87	303	33.8627
g3594.t1	351	131.518	66	33.4748
g3595.t1	225	56.3582	3	3.55077
g3596.t1	366	141.828	0	0
g3596.t2	219	53.381	3	3.7488
g3597.t1	3624	3340.75	0	0
g3597.t2	3552	3268.75	1143.9	23.3435
g3597.t3	3528	3244.75	247.097	5.07978
g3598.t1	2940	2656.75	1441.19	36.185
g3598.t2	2511	2227.75	25.8106	0.77284
g3599.t1	2193	1909.75	135	4.71537
g3600.t1	4317	4033.75	199	3.29081
g3601.t1	372	146.093	135	61.6401
g3602.t1	867	585.05	13	1.48221
g3603.t1	633	361.926	21	3.87042
g3604.t1	519	261.086	4	1.02196
g3605.t1	924	641.327	341	35.4677
g3606.t1	1392	1108.75	7	0.421136
g3607.t1	936	653.186	18	1.83821
g3608.t1	513	255.994	0	0
g3609.t1	936	653.186	5	0.510613
g3610.t1	741	463.096	0	0
g3611.t1	3534	3250.75	12	0.246239
g3612.t1	918	635.389	508	53.3313
g3613.t1	1383	1099.75	944	57.258
g3614.t1	717	440.225	23	3.48507
g3615.t1	339	123.354	5	2.7038
g3616.t1	3774	3490.75	54	1.03189
g3617.t1	1476	1192.75	16	0.894805
g3618.t1	501	245.987	6	1.62704
g3619.t1	513	255.994	2	0.521146
g3620.t1	825	544.004	7	0.85833
g3621.t1	1317	1033.75	13	0.838853
g3622.t1	996	712.769	152	14.225
g3623.t1	417	179.054	32	11.9213
g3624.t1	2004	1720.75	109	4.22539
g3625.t1	1578	1294.75	80	4.12156
g3626.t1	1086	802.752	6	0.498573
g3627.t1	561	297.294	46	10.3212
g3628.t1	252	70.1434	6	5.70589
g3629.t1	342	125.408	10	5.31903
g3630.t1	552	289.455	29	6.68307
g3631.t1	558	294.676	17	3.84825
g3632.t1	558	294.676	14	3.16915
g3633.t1	201	45.3842	6	8.81872
g3634.t1	456	209.393	43	13.6983
g3635.t1	456	209.393	43	13.6983
g3636.t1	723	445.983	0	0
g3637.t1	294	94.5069	77	54.3483
g3638.t1	1317	1033.75	481	31.0375
g3639.t1	4491	4207.75	70	1.1097
g3640.t1	2706	2422.75	34	0.936114
g3641.t1	954	671.042	69	6.85896
g3642.t1	639	367.452	18	3.26762
g3643.t1	2331	2047.75	74	2.41053
g3644.t1	966	682.955	6	0.586027
g3645.t1	1239	955.752	337	23.5203
g3646.t1	960	676.993	215	21.1843
g3647.t1	378	150.358	756	335.392
g3648.t1	924	641.327	3	0.312033
g3649.t1	2232	1948.75	2	0.0684592
g3650.t1	1548	1264.75	0	0
g3651.t1	384	154.638	0	0
g3652.t1	210	49.2188	1	1.35528
g3653.t1	933	650.218	0	0
g3654.t1	423	183.63	0	0
g3655.t1	279	85.5681	0	0
g3656.t1	1230	946.752	2	0.140913
g3657.t1	762	483.095	5	0.690393
g3658.t1	4887	4603.75	263	3.81068
g3659.t1	1875	1591.75	54	2.26296
g3660.t1	2967	2683.75	97.7844	2.43045
g3660.t2	2889	2605.75	7.21556	0.184712
g3661.t1	978	694.885	111	10.6554
g3662.t1	1275	991.752	1.08954	0.0732825
g3663.t1	4371	4087.75	371.635	6.06445
g3664.t1	360	137.617	35	16.9651
g3665.t1	498	243.459	28	7.67169
g3666.t1	741	463.096	3	0.432125
g3667.t1	528	268.82	58	14.3921
g3668.t1	1548	1264.75	107	5.64335
g3669.t1	489	236.026	19	5.36973
g3670.t1	273	82.021	3	2.4398
g3671.t1	2673	2389.75	8.64368	0.241271
g3671.t2	2673	2389.75	267.954	7.47939
g3671.t3	2673	2389.75	99.4023	2.77461
g3671.t4	2271	1987.75	0	0
g3672.t1	999	715.752	132	12.3018
g3673.t1	693	417.617	115	18.3687
g3674.t1	339	123.354	0	0
g3675.t1	369	143.987	0	0
g3676.t1	282	87.3246	0	0
g3677.t1	369	143.987	0	0
g3678.t1	354	133.506	0	0
g3679.t1	321	111.558	0	0
g3680.t1	2202	1918.75	0	0
g3681.t1	237	62.2036	0	0
g3682.t1	381	152.518	20	8.74718
g3683.t1	405	170.059	80	31.3798
g3684.t1	1383	1099.75	1	0.0606546
g3685.t1	2655	2371.75	275	7.73432
g3686.t1	2043	1759.75	26.4195	1.00146
g3686.t2	2046	1762.75	310.58	11.7528
g3687.t1	1278	994.752	9	0.603513
g3688.t1	15237	14953.8	298.341	1.33083
g3688.t2	15234	14950.8	137.424	0.613136
g3688.t3	15231	14947.8	217.235	0.969422
g3689.t1	2178	1894.75	1548	54.4976
g3690.t1	4035	3751.75	89	1.58239
g3691.t1	1134	850.752	2	0.156814
g3692.t1	2493	2209.75	223.514	6.74714
g3692.t2	2490	2206.75	614.553	18.5765
g3692.t3	2280	1996.75	197.933	6.61231
g3693.t1	510	253.456	0	0
g3694.t1	261	75.1203	0	0
g3695.t1	594	326.528	0	0
g3696.t1	2469	2185.75	0	0
g3697.t1	3021	2737.75	7.65107e-06	1.86418e-07
g3697.t2	2985	2701.75	0.999992	0.0246894
g3698.t1	3354	3070.75	13	0.282395
g3699.t1	2925	2641.75	5	0.126252
g3700.t1	741	463.096	0	0
g3701.t1	360	137.617	0	0
g3702.t1	2583	2299.75	3	0.087016
g3703.t1	318	109.652	0	0
g3704.t1	1563	1279.75	5	0.260617
g3704.t2	1677	1393.75	0	0
g3705.t1	1518	1234.75	5	0.270115
g3706.t1	1461	1177.75	0	0
g3707.t1	2700	2416.75	25	0.690028
g3708.t1	342	125.408	0	0
g3709.t1	225	56.3582	0	0
g3710.t1	807	526.5	0	0
g3711.t1	3783	3499.75	1842	35.1084
g3712.t1	237	62.2036	1.29019	1.38355
g3713.t1	1455	1171.75	607	34.5551
g3714.t1	309	103.907	0	0
g3715.t1	336	121.322	0	0
g3716.t1	294	94.5069	0	0
g3717.t1	900	617.584	10	1.0801
g3718.t1	1023	739.752	0	0
g3719.t1	840	558.648	0	0
g3720.t1	789	509.021	0	0
g3721.t1	411	174.498	0	0
g3722.t1	501	245.987	0	0
g3723.t1	384	154.638	11	4.74498
g3724.t1	687	412.009	45	7.28559
g3725.t1	426	185.935	4	1.43502
g3726.t1	441	197.517	6	2.02631
g3727.t1	345	127.392	21	10.996
g3728.t1	1467	1183.75	1370	77.2002
g3729.t1	1719	1435.75	50	2.323
g3730.t1	351	131.518	553	280.479
g3731.t1	1608	1324.75	721	36.3044
g3732.t1	1194	910.752	2	0.146483
g3733.t1	591	323.855	0	0
g3734.t1	684	409.209	0	0
g3735.t1	525	266.248	0	0
g3736.t1	1245	961.752	0.00570427	0.000395636
g3737.t1	1239	955.752	1.49663	0.104455
g3738.t1	1245	961.752	1.49766	0.103875
g3739.t1	1248	964.752	0	0
g3740.t1	1500	1216.75	41	2.24771
g3741.t1	555	292.055	89	20.3275
g3742.t1	2154	1870.75	713	25.4233
g3743.t1	1638	1354.75	579	28.5087
