target_id	length	eff_length	est_counts	tpm
g3450.t1	300	111.685	2	7.84654
g3451.t1	324	128.299	0	0
g3452.t1	1137	886.576	0	0
g3453.t1	1509	1258.58	0	0
g3454.t1	1638	1387.58	1	0.315781
g3455.t1	726	478.681	0	0
g3456.t1	555	317.511	0	0
g3457.t1	6606	6355.58	1	0.0689426
g3458.t1	2493	2242.58	1	0.195387
g3459.t1	3207	2956.58	1	0.148202
g3460.t1	1509	1258.58	1	0.348147
g3461.t1	1299	1048.58	7	2.9251
g3462.t1	1536	1285.58	6	2.04501
g3463.t1	1182	931.576	0	0
g3464.t1	666	420.966	19	19.7765
g3465.t1	7548	7297.58	2154.21	129.345
g3465.t2	7620	7369.58	0.416344	0.0247544
g3465.t3	7542	7291.58	1356.3	81.5038
g3465.t4	7590	7339.58	14.5363	0.867813
g3465.t5	7590	7339.58	14.5363	0.867813
g3466.t1	810	560.96	0	0
g3467.t1	1989	1738.58	6	1.51217
g3468.t1	915	664.917	17	11.2027
g3469.t1	2460	2209.58	5	0.991525
g3470.t1	2586	2335.58	8	1.50085
g3471.t1	1263	1012.58	58	25.0982
g3472.t1	708	461.331	8	7.59836
g3473.t1	1293	1042.58	9	3.78249
g3474.t1	321	126.128	1	3.47402
g3474.t2	318	124.105	0	0
g3475.t1	4482	4231.58	5056	523.537
g3476.t1	297	109.583	3	11.9956
g3477.t1	1146	895.576	13	6.36039
g3478.t1	1353	1102.58	2	0.794811
g3479.t1	1326	1075.58	12	4.88858
g3480.t1	843	593.495	5	3.69143
g3481.t1	1995	1744.58	9.18766	2.30758
g3481.t2	1992	1741.58	13.8123	3.4751
g3482.t1	297	109.583	0	0
g3483.t1	207	55.0743	0	0
g3484.t1	273	93.4473	0	0
g3485.t1	315	121.994	0	0
g3486.t1	381	170.288	0	0
g3487.t1	1566	1315.58	0	0
g3488.t1	1080	829.576	2	1.05637
g3489.t1	7296	7045.58	5.63195	0.350256
g3489.t2	2292	2041.58	211.368	45.3645
g3490.t1	1887	1636.58	7	1.87415
g3491.t1	204	53.6123	0	0
g3492.t1	3690	3439.58	42	5.35041
g3493.t1	1209	958.576	498	227.638
g3494.t1	951	700.835	5	3.12605
g3495.t1	1455	1204.58	5	1.81877
g3496.t1	1623	1372.58	1	0.319232
g3497.t1	393	179.631	0	0
g3498.t1	237	71.7185	0	0
g3499.t1	387	174.927	0	0
