g3452.t1	sp|Q9Y6A2|CP46A_HUMAN	36.842	380	201	6	73	1119	16	387	6.38e-73	238
g3453.t1	sp|Q9Y6A2|CP46A_HUMAN	39.574	470	267	7	79	1470	20	478	2.82e-111	342
g3454.t1	sp|Q9H4F8|SMOC1_HUMAN	41.026	156	80	3	43	504	21	166	3.34e-31	129
g3455.t1	sp|Q9D844|DNJC4_MOUSE	35.028	177	100	3	100	618	37	202	1.38e-22	95.9
g3456.t1	sp|P80018|GLBC_MOLAR	27.559	127	91	1	115	495	17	142	1.81e-08	54.7
g3457.t1	sp|Q9NRC6|SPTN5_HUMAN	31.110	1649	1112	11	1	4926	1850	3481	0.0	758
g3458.t1	sp|P16546|SPTN1_MOUSE	36.947	655	411	2	67	2028	300	953	1.10e-123	414
g3459.t1	sp|Q00963|SPTCB_DROME	45.908	782	414	4	40	2361	36	816	0.0	691
g3460.t1	sp|Q9WVK8|CP46A_MOUSE	38.248	468	266	9	103	1470	22	478	2.16e-106	329
g3461.t1	sp|Q9Y6A2|CP46A_HUMAN	37.681	414	218	9	79	1254	22	417	2.44e-86	275
g3462.t1	sp|Q8NFJ9|BBS1_HUMAN	52.075	530	212	5	61	1530	14	541	0.0	548
g3465.t1	sp|Q9TXQ1|TNKS1_CAEEL	32.225	692	405	24	1072	3021	102	771	2.07e-63	245
g3465.t2	sp|Q9TXQ1|TNKS1_CAEEL	31.878	687	414	23	1072	3021	102	771	2.65e-63	244
g3465.t3	sp|Q9TXQ1|TNKS1_CAEEL	32.225	692	405	24	1072	3021	102	771	1.84e-63	245
g3465.t4	sp|Q9TXQ1|TNKS1_CAEEL	31.303	706	407	26	1072	3063	102	771	1.24e-62	243
g3465.t5	sp|Q9TXQ1|TNKS1_CAEEL	31.303	706	407	26	1072	3063	102	771	1.24e-62	243
g3466.t1	sp|A0NLY7|ISAHY_ROSAI	32.093	215	127	5	169	789	59	262	1.23e-26	107
g3468.t1	sp|Q9VBW3|CAD96_DROME	50.534	281	137	1	10	852	476	754	1.32e-98	309
g3469.t1	sp|Q5VT25|MRCKA_HUMAN	56.511	814	333	7	13	2409	3	810	0.0	903
g3470.t1	sp|Q3UU96|MRCKA_MOUSE	44.686	828	384	15	1	2349	845	1643	0.0	666
g3471.t1	sp|Q9NZM5|NOP53_HUMAN	32.867	429	246	10	13	1191	32	454	9.18e-41	154
g3472.t1	sp|Q6P5P3|TTC9C_RAT	32.701	211	98	4	49	678	3	170	7.53e-26	102
g3473.t1	sp|Q924S7|SPRE2_MOUSE	35.129	427	219	16	4	1230	3	389	1.61e-65	218
g3475.t1	sp|P29374|ARI4A_HUMAN	43.596	406	215	7	1	1191	1	401	4.40e-70	262
g3476.t1	sp|Q9H0J4|QRIC2_HUMAN	48.837	43	22	0	170	42	423	465	3.86e-06	47.0
g3477.t1	sp|Q8C5L7|RBM34_MOUSE	47.849	186	95	2	544	1098	188	372	1.07e-58	200
g3479.t1	sp|Q9HDC9|APMAP_HUMAN	36.134	357	221	5	217	1281	62	413	4.56e-76	246
g3480.t1	sp|Q920M9|SIAH1_RAT	87.843	255	31	0	76	840	28	282	5.46e-172	479
g3481.t1	sp|O97529|ANXA8_RABIT	30.844	308	188	5	772	1620	16	323	6.31e-34	135
g3481.t2	sp|O97529|ANXA8_RABIT	30.844	308	188	5	769	1617	16	323	6.21e-34	135
g3483.t1	sp|Q9UJM8|HAOX1_HUMAN	37.615	109	24	1	1	195	256	364	7.67e-15	70.1
g3484.t1	sp|Q9UJM8|HAOX1_HUMAN	56.923	65	28	0	25	219	108	172	5.95e-19	82.4
g3489.t1	sp|Q9TXQ1|TNKS1_CAEEL	30.994	684	411	25	862	2838	93	740	2.11e-57	225
g3489.t2	sp|Q9TXQ1|TNKS1_CAEEL	28.631	482	305	17	880	2277	99	557	4.64e-33	141
g3490.t1	sp|Q6PJW8|CNST_HUMAN	36.082	97	48	2	931	1182	169	264	6.19e-08	59.7
g3492.t1	sp|P11498|PYC_HUMAN	68.646	1145	356	3	250	3684	36	1177	0.0	1575
g3493.t1	sp|Q9XY07|KARG_STIJA	67.473	372	118	2	1	1116	1	369	0.0	537
g3494.t1	sp|Q9H1D9|RPC6_HUMAN	62.658	316	118	0	1	948	1	316	2.60e-151	430
g3495.t1	sp|Q5RBG4|KAT5_PONAB	55.847	496	152	10	43	1452	7	461	5.65e-174	500
g3503.t1	sp|F1RAX8|COQ6_DANRE	49.105	391	167	5	190	1278	25	411	8.71e-123	369
g3504.t1	sp|Q8WMD0|COMD1_CANLF	46.795	156	83	0	1	468	1	156	7.17e-49	159
g3505.t1	sp|Q02280|KCNAE_DROME	61.224	735	245	10	1	2118	53	776	0.0	867
g3505.t2	sp|Q02280|KCNAE_DROME	61.265	759	254	10	22	2211	29	776	0.0	901
g3506.t1	sp|Q8BMT9|HHAT_MOUSE	32.372	312	207	1	361	1284	173	484	1.46e-44	166
g3509.t1	sp|A0NLY7|ISAHY_ROSAI	36.170	94	56	1	280	549	169	262	9.65e-11	63.2
g3511.t1	sp|Q8CCP0|NEMF_MOUSE	66.981	106	34	1	97	414	954	1058	8.58e-35	131
